,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
1283,2.0,7.377237365855e-312,7.37723736625e-312,7.377237366646e-312,7.37723736704e-312,7.377237367436e-312,7.37723736783e-312,7.377237368227e-312,7.37723736862e-312,7.377237369017e-312
1284,2.0,7.37723736981e-312,7.377237370203e-312,7.3772373706e-312,7.377237370994e-312,7.37723737139e-312,7.377237371784e-312,7.37723737218e-312,7.377237372575e-312,7.37723737297e-312
1285,2.0,7.37723737376e-312,7.377237374156e-312,7.37723737455e-312,7.377237374946e-312,7.37723737534e-312,7.377237375737e-312,7.37723737613e-312,7.377237376527e-312,7.37723737692e-312
1286,2.0,7.377237377713e-312,7.37723737811e-312,7.377237378503e-312,7.3772373789e-312,7.377237379294e-312,7.37723737969e-312,7.377237380084e-312,7.37723738048e-312,7.377237380875e-312
1287,2.0,7.377237381665e-312,7.37723738206e-312,7.377237382456e-312,7.37723738285e-312,7.377237383246e-312,7.37723738364e-312,7.377237384037e-312,7.37723738443e-312,7.377237384827e-312
1288,2.0,7.37723738562e-312,7.377237386013e-312,7.37723738641e-312,7.377237386804e-312,7.3772373872e-312,7.377237387594e-312,7.37723738799e-312,7.377237388385e-312,7.37723738878e-312
1289,2.0,7.37723738957e-312,7.377237389966e-312,7.37723739036e-312,7.377237390756e-312,7.37723739115e-312,7.377237391547e-312,7.37723739194e-312,7.377237392337e-312,7.377237231153e-312
1290,2.0,7.377237231944e-312,7.37723723234e-312,7.377237232734e-312,7.37723723313e-312,7.377237233525e-312,7.37723723392e-312,7.377237234315e-312,7.37723723471e-312,7.377237235106e-312
1291,2.0,7.377237235896e-312,7.37723723629e-312,7.377237236687e-312,7.37723723708e-312,7.377237237477e-312,7.377237237873e-312,7.37723723827e-312,7.377237238663e-312,7.37723723906e-312
1292,2.0,7.37723723985e-312,7.377237240244e-312,7.37723724064e-312,7.377237241035e-312,7.37723724143e-312,7.377237241825e-312,7.37723724222e-312,7.377237242616e-312,7.37723724301e-312
1293,2.0,7.3772372438e-312,7.377237244197e-312,7.37723724459e-312,7.377237244987e-312,7.37723724538e-312,7.37723724578e-312,7.377237246173e-312,7.37723724657e-312,7.377237246963e-312
1294,2.0,7.377237247754e-312,7.37723724815e-312,7.377237248544e-312,7.37723724894e-312,7.377237249335e-312,7.37723724973e-312,7.377237250125e-312,7.37723725052e-312,7.377237250916e-312
1295,2.0,7.377237251706e-312,7.3772372521e-312,7.377237252497e-312,7.37723725289e-312,7.377237253287e-312,7.377237253683e-312,7.37723725408e-312,7.377237254473e-312,7.37723725487e-312
1296,2.0,7.37723725566e-312,7.377237256054e-312,7.37723725645e-312,7.377237256845e-312,7.37723725724e-312,7.377237257635e-312,7.37723725803e-312,7.377237258426e-312,7.37723725882e-312
1297,2.0,7.37723725961e-312,7.377237260007e-312,7.3772372604e-312,7.377237260797e-312,7.37723726119e-312,7.37723726159e-312,7.377237261983e-312,7.37723726238e-312,7.377237262773e-312
1298,2.0,7.377237263564e-312,7.37723726396e-312,7.377237264354e-312,7.37723726475e-312,7.377237265145e-312,7.37723726554e-312,7.377237265935e-312,7.37723726633e-312,7.377237266726e-312
1299,2.0,7.377237267516e-312,7.37723726791e-312,7.377237268307e-312,7.3772372687e-312,7.377237269097e-312,7.377237269493e-312,7.37723726989e-312,7.377237270283e-312,7.37723727068e-312
1300,2.0,7.37723727147e-312,7.377237271864e-312,7.37723727226e-312,7.377237272655e-312,7.37723727305e-312,7.377237273445e-312,7.37723727384e-312,7.377237274236e-312,7.37723727463e-312
1301,2.0,7.37723727542e-312,7.377237275817e-312,7.37723727621e-312,7.377237276607e-312,7.377237277003e-312,7.3772372774e-312,7.377237277793e-312,7.37723727819e-312,7.377237278584e-312
1302,2.0,7.377237279374e-312,7.37723727977e-312,7.377237280165e-312,7.37723728056e-312,7.377237280955e-312,7.37723728135e-312,7.377237281746e-312,7.37723728214e-312,7.377237282536e-312
1303,2.0,7.377237283327e-312,7.37723728372e-312,7.377237284117e-312,7.37723728451e-312,7.37723728491e-312,7.377237285303e-312,7.3772372857e-312,7.377237286093e-312,7.37723728649e-312
1304,2.0,7.37723728728e-312,7.377237287674e-312,7.37723728807e-312,7.377237288465e-312,7.37723728886e-312,7.377237289255e-312,7.37723728965e-312,7.377237290046e-312,7.37723729044e-312
1305,2.0,7.37723729123e-312,7.377237291627e-312,7.37723729202e-312,7.377237292417e-312,7.377237292813e-312,7.37723729321e-312,7.377237293603e-312,7.377237294e-312,7.377237294394e-312
1306,2.0,7.377237295184e-312,7.37723729558e-312,7.377237295975e-312,7.37723729637e-312,7.377237296765e-312,7.37723729716e-312,7.377237297556e-312,7.37723729795e-312,7.377237298346e-312
1307,2.0,7.377237299137e-312,7.37723729953e-312,7.377237299927e-312,7.37723730032e-312,7.37723730072e-312,7.377237301113e-312,7.37723730151e-312,7.377237301903e-312,7.3772373023e-312
1308,2.0,7.37723730309e-312,7.377237303484e-312,7.37723730388e-312,7.377237304275e-312,7.37723730467e-312,7.377237305065e-312,7.37723730546e-312,7.377237305856e-312,7.37723730625e-312
1309,2.0,7.37723730704e-312,7.377237307437e-312,7.37723730783e-312,7.377237308227e-312,7.377237308623e-312,7.37723730902e-312,7.377237309413e-312,7.37723730981e-312,7.377237310204e-312
1310,2.0,7.377237310994e-312,7.37723731139e-312,7.377237150206e-312,7.3772371506e-312,7.377237150996e-312,7.37723715139e-312,7.377237151787e-312,7.37723715218e-312,7.377237152577e-312
1311,2.0,7.37723715337e-312,7.377237153763e-312,7.37723715416e-312,7.377237154553e-312,7.37723715495e-312,7.377237155344e-312,7.37723715574e-312,7.377237156134e-312,7.37723715653e-312
1312,2.0,7.37723715732e-312,7.377237157715e-312,7.37723715811e-312,7.377237158506e-312,7.3772371589e-312,7.377237159296e-312,7.37723715969e-312,7.377237160087e-312,7.37723716048e-312
1313,2.0,7.377237161273e-312,7.37723716167e-312,7.377237162063e-312,7.37723716246e-312,7.377237162854e-312,7.37723716325e-312,7.377237163644e-312,7.37723716404e-312,7.377237164435e-312
1314,2.0,7.377237165225e-312,7.37723716562e-312,7.377237166016e-312,7.37723716641e-312,7.377237166806e-312,7.3772371672e-312,7.377237167597e-312,7.37723716799e-312,7.377237168387e-312
1315,2.0,7.37723716918e-312,7.377237169573e-312,7.37723716997e-312,7.377237170363e-312,7.37723717076e-312,7.377237171154e-312,7.37723717155e-312,7.377237171944e-312,7.37723717234e-312
1316,2.0,7.37723717313e-312,7.377237173525e-312,7.37723717392e-312,7.377237174316e-312,7.37723717471e-312,7.377237175106e-312,7.3772371755e-312,7.377237175897e-312,7.37723717629e-312
1317,2.0,7.377237177083e-312,7.37723717748e-312,7.377237177873e-312,7.37723717827e-312,7.377237178664e-312,7.37723717906e-312,7.377237179454e-312,7.37723717985e-312,7.377237180245e-312
1318,2.0,7.377237181035e-312,7.37723718143e-312,7.377237181826e-312,7.37723718222e-312,7.377237182616e-312,7.37723718301e-312,7.377237183407e-312,7.3772371838e-312,7.377237184197e-312
1319,2.0,7.37723718499e-312,7.377237185383e-312,7.37723718578e-312,7.377237186173e-312,7.37723718657e-312,7.377237186964e-312,7.37723718736e-312,7.377237187755e-312,7.37723718815e-312
1320,2.0,7.37723718894e-312,7.377237189336e-312,7.37723718973e-312,7.377237190126e-312,7.37723719052e-312,7.377237190917e-312,7.37723719131e-312,7.377237191707e-312,7.3772371921e-312
1321,2.0,7.377237192893e-312,7.37723719329e-312,7.377237193683e-312,7.37723719408e-312,7.377237194474e-312,7.37723719487e-312,7.377237195264e-312,7.37723719566e-312,7.377237196055e-312
1322,2.0,7.377237196845e-312,7.37723719724e-312,7.377237197636e-312,7.37723719803e-312,7.377237198426e-312,7.37723719882e-312,7.377237199217e-312,7.37723719961e-312,7.377237200007e-312
1323,2.0,7.3772372008e-312,7.377237201193e-312,7.37723720159e-312,7.377237201984e-312,7.37723720238e-312,7.377237202774e-312,7.37723720317e-312,7.377237203565e-312,7.37723720396e-312
1324,2.0,7.37723720475e-312,7.377237205146e-312,7.37723720554e-312,7.377237205936e-312,7.37723720633e-312,7.377237206727e-312,7.37723720712e-312,7.377237207517e-312,7.37723720791e-312
1325,2.0,7.377237208703e-312,7.3772372091e-312,7.377237209493e-312,7.37723720989e-312,7.377237210284e-312,7.37723721068e-312,7.377237211074e-312,7.37723721147e-312,7.377237211865e-312
1326,2.0,7.377237212655e-312,7.37723721305e-312,7.377237213446e-312,7.37723721384e-312,7.377237214236e-312,7.37723721463e-312,7.377237215027e-312,7.37723721542e-312,7.377237215817e-312
1327,2.0,7.37723721661e-312,7.377237217003e-312,7.3772372174e-312,7.377237217794e-312,7.37723721819e-312,7.377237218584e-312,7.37723721898e-312,7.377237219375e-312,7.37723721977e-312
1328,2.0,7.37723722056e-312,7.377237220956e-312,7.37723722135e-312,7.377237221746e-312,7.37723722214e-312,7.377237222537e-312,7.37723722293e-312,7.377237223327e-312,7.377237223722e-312
1329,2.0,7.377237224513e-312,7.37723722491e-312,7.377237225303e-312,7.3772372257e-312,7.377237226094e-312,7.37723722649e-312,7.377237226885e-312,7.37723722728e-312,7.377237227675e-312
1330,2.0,7.377237228466e-312,7.37723722886e-312,7.377237229256e-312,7.37723722965e-312,7.377237230047e-312,7.37723723044e-312,7.37723706926e-312,7.377237069653e-312,7.37723707005e-312
1331,2.0,7.37723707084e-312,7.377237071234e-312,7.37723707163e-312,7.377237072025e-312,7.37723707242e-312,7.377237072815e-312,7.37723707321e-312,7.377237073606e-312,7.377237074e-312
1332,2.0,7.37723707479e-312,7.377237075187e-312,7.37723707558e-312,7.377237075977e-312,7.37723707637e-312,7.37723707677e-312,7.377237077163e-312,7.37723707756e-312,7.377237077953e-312
1333,2.0,7.377237078744e-312,7.37723707914e-312,7.377237079534e-312,7.37723707993e-312,7.377237080325e-312,7.37723708072e-312,7.377237081115e-312,7.37723708151e-312,7.377237081906e-312
1334,2.0,7.377237082696e-312,7.37723708309e-312,7.377237083487e-312,7.37723708388e-312,7.377237084277e-312,7.377237084673e-312,7.37723708507e-312,7.377237085463e-312,7.37723708586e-312
1335,2.0,7.37723708665e-312,7.377237087044e-312,7.37723708744e-312,7.377237087835e-312,7.37723708823e-312,7.377237088625e-312,7.37723708902e-312,7.377237089416e-312,7.37723708981e-312
1336,2.0,7.3772370906e-312,7.377237090997e-312,7.37723709139e-312,7.377237091787e-312,7.37723709218e-312,7.37723709258e-312,7.377237092973e-312,7.37723709337e-312,7.377237093763e-312
1337,2.0,7.377237094554e-312,7.37723709495e-312,7.377237095344e-312,7.37723709574e-312,7.377237096135e-312,7.37723709653e-312,7.377237096925e-312,7.37723709732e-312,7.377237097716e-312
1338,2.0,7.377237098506e-312,7.3772370989e-312,7.377237099297e-312,7.37723709969e-312,7.377237100088e-312,7.377237100483e-312,7.37723710088e-312,7.377237101273e-312,7.37723710167e-312
1339,2.0,7.37723710246e-312,7.377237102854e-312,7.37723710325e-312,7.377237103645e-312,7.37723710404e-312,7.377237104435e-312,7.37723710483e-312,7.377237105226e-312,7.37723710562e-312
1340,2.0,7.37723710641e-312,7.377237106807e-312,7.3772371072e-312,7.377237107597e-312,7.377237107993e-312,7.37723710839e-312,7.377237108783e-312,7.37723710918e-312,7.377237109574e-312
1341,2.0,7.377237110364e-312,7.37723711076e-312,7.377237111155e-312,7.37723711155e-312,7.377237111945e-312,7.37723711234e-312,7.377237112736e-312,7.37723711313e-312,7.377237113526e-312
1342,2.0,7.377237114317e-312,7.37723711471e-312,7.377237115107e-312,7.3772371155e-312,7.3772371159e-312,7.377237116293e-312,7.37723711669e-312,7.377237117083e-312,7.37723711748e-312
1343,2.0,7.37723711827e-312,7.377237118664e-312,7.37723711906e-312,7.377237119455e-312,7.37723711985e-312,7.377237120245e-312,7.37723712064e-312,7.377237121036e-312,7.37723712143e-312
1344,2.0,7.37723712222e-312,7.377237122617e-312,7.37723712301e-312,7.377237123407e-312,7.377237123803e-312,7.3772371242e-312,7.377237124593e-312,7.37723712499e-312,7.377237125384e-312
1345,2.0,7.377237126174e-312,7.37723712657e-312,7.377237126965e-312,7.37723712736e-312,7.377237127755e-312,7.37723712815e-312,7.377237128546e-312,7.37723712894e-312,7.377237129336e-312
1346,2.0,7.377237130127e-312,7.37723713052e-312,7.377237130917e-312,7.37723713131e-312,7.37723713171e-312,7.377237132103e-312,7.3772371325e-312,7.377237132893e-312,7.37723713329e-312
1347,2.0,7.37723713408e-312,7.377237134474e-312,7.37723713487e-312,7.377237135265e-312,7.37723713566e-312,7.377237136055e-312,7.37723713645e-312,7.377237136846e-312,7.37723713724e-312
1348,2.0,7.37723713803e-312,7.377237138427e-312,7.37723713882e-312,7.377237139218e-312,7.377237139613e-312,7.37723714001e-312,7.377237140403e-312,7.3772371408e-312,7.377237141194e-312
1349,2.0,7.377237141984e-312,7.37723714238e-312,7.377237142775e-312,7.37723714317e-312,7.377237143565e-312,7.37723714396e-312,7.377237144356e-312,7.37723714475e-312,7.377237145146e-312
1350,2.0,7.377237145937e-312,7.37723714633e-312,7.377237146727e-312,7.377237147123e-312,7.37723714752e-312,7.377237147913e-312,7.37723714831e-312,7.377237148704e-312,7.3772371491e-312
1351,2.0,7.37723698831e-312,7.377236988705e-312,7.3772369891e-312,7.377236989496e-312,7.37723698989e-312,7.377236990286e-312,7.37723699068e-312,7.377236991077e-312,7.37723699147e-312
1352,2.0,7.377236992263e-312,7.37723699266e-312,7.377236993053e-312,7.37723699345e-312,7.377236993844e-312,7.37723699424e-312,7.377236994634e-312,7.37723699503e-312,7.377236995425e-312
1353,2.0,7.377236996215e-312,7.37723699661e-312,7.377236997006e-312,7.3772369974e-312,7.377236997796e-312,7.37723699819e-312,7.377236998587e-312,7.37723699898e-312,7.377236999377e-312
1354,2.0,7.37723700017e-312,7.377237000563e-312,7.37723700096e-312,7.377237001353e-312,7.37723700175e-312,7.377237002144e-312,7.37723700254e-312,7.377237002934e-312,7.37723700333e-312
1355,2.0,7.37723700412e-312,7.377237004515e-312,7.37723700491e-312,7.377237005306e-312,7.3772370057e-312,7.377237006096e-312,7.37723700649e-312,7.377237006887e-312,7.37723700728e-312
1356,2.0,7.377237008073e-312,7.37723700847e-312,7.377237008863e-312,7.37723700926e-312,7.377237009654e-312,7.37723701005e-312,7.377237010444e-312,7.37723701084e-312,7.377237011235e-312
1357,2.0,7.377237012025e-312,7.37723701242e-312,7.377237012816e-312,7.37723701321e-312,7.377237013606e-312,7.377237014e-312,7.377237014397e-312,7.37723701479e-312,7.377237015187e-312
1358,2.0,7.37723701598e-312,7.377237016373e-312,7.37723701677e-312,7.377237017164e-312,7.37723701756e-312,7.377237017954e-312,7.37723701835e-312,7.377237018745e-312,7.37723701914e-312
1359,2.0,7.37723701993e-312,7.377237020326e-312,7.37723702072e-312,7.377237021116e-312,7.37723702151e-312,7.377237021907e-312,7.3772370223e-312,7.377237022697e-312,7.37723702309e-312
1360,2.0,7.377237023883e-312,7.37723702428e-312,7.377237024673e-312,7.37723702507e-312,7.377237025464e-312,7.37723702586e-312,7.377237026254e-312,7.37723702665e-312,7.377237027045e-312
1361,2.0,7.377237027835e-312,7.37723702823e-312,7.377237028626e-312,7.37723702902e-312,7.377237029416e-312,7.37723702981e-312,7.377237030207e-312,7.3772370306e-312,7.377237030997e-312
1362,2.0,7.37723703179e-312,7.377237032183e-312,7.37723703258e-312,7.377237032974e-312,7.37723703337e-312,7.377237033764e-312,7.37723703416e-312,7.377237034555e-312,7.37723703495e-312
1363,2.0,7.37723703574e-312,7.377237036136e-312,7.37723703653e-312,7.377237036926e-312,7.37723703732e-312,7.377237037717e-312,7.37723703811e-312,7.377237038507e-312,7.3772370389e-312
1364,2.0,7.377237039693e-312,7.37723704009e-312,7.377237040483e-312,7.37723704088e-312,7.377237041274e-312,7.37723704167e-312,7.377237042064e-312,7.37723704246e-312,7.377237042855e-312
1365,2.0,7.377237043645e-312,7.37723704404e-312,7.377237044436e-312,7.37723704483e-312,7.377237045226e-312,7.37723704562e-312,7.377237046017e-312,7.37723704641e-312,7.377237046807e-312
1366,2.0,7.3772370476e-312,7.377237047993e-312,7.37723704839e-312,7.377237048784e-312,7.37723704918e-312,7.377237049574e-312,7.37723704997e-312,7.377237050365e-312,7.37723705076e-312
1367,2.0,7.37723705155e-312,7.377237051946e-312,7.37723705234e-312,7.377237052736e-312,7.37723705313e-312,7.377237053527e-312,7.37723705392e-312,7.377237054317e-312,7.377237054713e-312
1368,2.0,7.377237055503e-312,7.3772370559e-312,7.377237056294e-312,7.37723705669e-312,7.377237057084e-312,7.37723705748e-312,7.377237057875e-312,7.37723705827e-312,7.377237058665e-312
1369,2.0,7.377237059456e-312,7.37723705985e-312,7.377237060246e-312,7.37723706064e-312,7.377237061037e-312,7.37723706143e-312,7.377237061827e-312,7.37723706222e-312,7.37723706262e-312
1370,2.0,7.37723706341e-312,7.377237063803e-312,7.3772370642e-312,7.377237064594e-312,7.37723706499e-312,7.377237065384e-312,7.37723706578e-312,7.377237066175e-312,7.37723706657e-312
1371,2.0,7.37723706736e-312,7.377237067756e-312,7.37723706815e-312,7.377237068546e-312,7.37723690736e-312,7.37723690776e-312,7.377236908153e-312,7.37723690855e-312,7.377236908943e-312
1372,2.0,7.377236909734e-312,7.37723691013e-312,7.377236910524e-312,7.37723691092e-312,7.377236911315e-312,7.37723691171e-312,7.377236912105e-312,7.3772369125e-312,7.377236912896e-312
1373,2.0,7.377236913686e-312,7.37723691408e-312,7.377236914477e-312,7.37723691487e-312,7.377236915267e-312,7.377236915663e-312,7.37723691606e-312,7.377236916453e-312,7.37723691685e-312
1374,2.0,7.37723691764e-312,7.377236918034e-312,7.37723691843e-312,7.377236918825e-312,7.37723691922e-312,7.377236919615e-312,7.37723692001e-312,7.377236920406e-312,7.3772369208e-312
1375,2.0,7.37723692159e-312,7.377236921987e-312,7.37723692238e-312,7.377236922777e-312,7.377236923172e-312,7.37723692357e-312,7.377236923963e-312,7.37723692436e-312,7.377236924753e-312
1376,2.0,7.377236925544e-312,7.37723692594e-312,7.377236926334e-312,7.37723692673e-312,7.377236927125e-312,7.37723692752e-312,7.377236927916e-312,7.37723692831e-312,7.377236928706e-312
1377,2.0,7.377236929497e-312,7.37723692989e-312,7.377236930287e-312,7.37723693068e-312,7.377236931078e-312,7.377236931473e-312,7.37723693187e-312,7.377236932263e-312,7.37723693266e-312
1378,2.0,7.37723693345e-312,7.377236933844e-312,7.37723693424e-312,7.377236934635e-312,7.37723693503e-312,7.377236935425e-312,7.37723693582e-312,7.377236936216e-312,7.37723693661e-312
1379,2.0,7.3772369374e-312,7.377236937797e-312,7.37723693819e-312,7.377236938587e-312,7.377236938983e-312,7.37723693938e-312,7.377236939773e-312,7.37723694017e-312,7.377236940564e-312
1380,2.0,7.377236941354e-312,7.37723694175e-312,7.377236942145e-312,7.37723694254e-312,7.377236942935e-312,7.37723694333e-312,7.377236943726e-312,7.37723694412e-312,7.377236944516e-312
1381,2.0,7.377236945307e-312,7.3772369457e-312,7.377236946097e-312,7.37723694649e-312,7.37723694689e-312,7.377236947283e-312,7.37723694768e-312,7.377236948073e-312,7.37723694847e-312
1382,2.0,7.37723694926e-312,7.377236949654e-312,7.37723695005e-312,7.377236950445e-312,7.37723695084e-312,7.377236951235e-312,7.37723695163e-312,7.377236952026e-312,7.37723695242e-312
1383,2.0,7.37723695321e-312,7.377236953607e-312,7.377236954e-312,7.377236954397e-312,7.377236954793e-312,7.37723695519e-312,7.377236955583e-312,7.37723695598e-312,7.377236956374e-312
