RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.4970560747663551,1.1506113593785e-311,0.0,0.0,1.69759687773e-313,2.5463951941e-313,1.2e-322,1.1506140341313e-311,5e-324,0.0
2.7803738317757007,2.97079435236e-313,1.1506140341313e-311,1.1507867814493e-311,0.0,1.6975968778e-313,5.5171893015e-313,1.2e-322,1.1506140341313e-311,5e-324
0.17504672897196263,1.6975968778e-313,2.97079435236e-313,1.1506140341313e-311,1.1507867814493e-311,0.0,1.6975968778e-313,5.5171893015e-313,5e-324,1.1507867826113e-311
0.17504672897196263,1.2e-322,1.1506140341313e-311,5e-324,0.0,1.6975968778e-313,2.97079435236e-313,1.1506140341313e-311,1.1507867814493e-311,0.0
0.4970560747663551,5.5171893015e-313,1.150786782639e-311,1.1507867821054e-311,5e-324,1.1507867826746e-311,1.1507867826587e-311,1.18831764306e-312,1.150650911539e-311,5e-324
1.444906542056075,1.6975968779e-313,2.54639519426e-313,5.583e-321,1.150786782813e-311,6.1037e-320,0.0,1.16709769062e-312,1.150786782813e-311,6.1037e-320
2.684532710280374,5.593e-321,1.150786782813e-311,6.1037e-320,1.150786782718e-311,5.6e-321,1.150786782813e-311,1.0185580407e-312,1.150786782734e-311,5.603e-321
8.95696261682243,6.1037e-320,1.1507867827497e-311,5.61e-321,1.150786782813e-311,6.1037e-320,1.1507867827655e-311,1.10343781693e-312,1.150786782813e-311,6.1037e-320
0.17504672897196263,1.2e-322,1.150714785832e-311,5e-324,0.0,2.97079435246e-313,3.81959266884e-313,1.2e-322,1.150714785832e-311,1.06099789549e-312
0.05700934579439253,2.97079435246e-313,3.81959266884e-313,5.62e-321,1.150786782813e-311,6.1037e-320,1.150786782797e-311,5.613e-321,1.150786782813e-311,1.188317703977e-312
2.684532710280374,5.52e-321,1.150786782813e-311,6.1037e-320,1.150786782876e-311,5.514e-321,1.150786782813e-311,6.1037e-320,1.150786782892e-311,1.01855798517e-312
2.7803738317757007,6.1037e-320,1.1507867829078e-311,5.45e-321,1.150786782813e-311,6.1037e-320,1.1507867829236e-311,1.150650911539e-311,1.150786782813e-311,0.0
0.4970560747663551,3.81959266884e-313,5.583e-321,1.1507867830856e-311,6.1047e-320,0.0,5.59e-321,1.1507867830856e-311,6.1047e-320,1.150786782975e-311
72.65093457943925,1.1507867830856e-311,6.1047e-320,1.150786782991e-311,5.6e-321,1.1507867830856e-311,6.1047e-320,1.1507867830066e-311,5.603e-321,1.1507867830856e-311
72.65093457943925,1.1507867830224e-311,5.61e-321,1.1507867830856e-311,6.1047e-320,1.150786783038e-311,5.627e-321,1.1507867830856e-311,6.1047e-320,1.150786783054e-311
0.05700934579439253,6.95241852319504e-310,0.0,0.0,4.45619140613e-313,5.0927901434e-313,1e-322,6.95241852319504e-310,0.0,0.0
2.7803738317757007,5.0927901434e-313,1.188317648563e-312,1.1507867830856e-311,6.1047e-320,1.15078678307e-311,5.613e-321,1.1507867830856e-311,6.1047e-320,1.150786783133e-311
1.5183654205607477,1.1507867830856e-311,1.01855804071e-312,1.150786783149e-311,5.514e-321,1.1507867830856e-311,6.1047e-320,1.1507867831647e-311,5.51e-321,1.1507867830856e-311
1.444906542056075,1.1507867831805e-311,1.10343781675e-312,1.1507867830856e-311,6.1047e-320,1.1507867831963e-311,1.150786782955e-311,1.1507867830856e-311,1.2e-322,1.1506110535163e-311
1.5183654205607477,0.0,1.69759687793e-313,2.7585947734e-313,1.060997901066e-312,1.15078678337e-311,6.1067e-320,0.0,5.59e-321,1.15078678337e-311
0.05700934579439253,1.1507867832595e-311,5.593e-321,1.15078678337e-311,1.209537661917e-312,1.1507867832753e-311,5.6e-321,1.15078678337e-311,6.1067e-320,1.150786783291e-311
0.17504672897196263,1.15078678337e-311,6.1067e-320,1.150786783307e-311,1.01855798527e-312,1.15078678337e-311,6.1067e-320,1.150786783323e-311,5.627e-321,1.15078678337e-311
2.684532710280374,1.1507867833386e-311,1.2e-322,1.1507147858634e-311,1.103437811307e-312,1.209537601087e-312,3.1829939316e-313,5.30498972257e-313,1.2e-322,1.1507147858634e-311
2.7803738317757007,0.0,3.1829939316e-313,5.30498972257e-313,5.62e-321,1.15078678337e-311,1.14587778819e-312,1.1507867833544e-311,5.613e-321,1.15078678337e-311
0.4970560747663551,1.1507867834176e-311,5.52e-321,1.15078678337e-311,6.1067e-320,1.1507867834334e-311,1.209537606364e-312,1.15078678337e-311,6.1067e-320,1.1507867834492e-311
13.407850467289718,1.15078678337e-311,6.1067e-320,1.150786783465e-311,5.45e-321,1.15078678337e-311,1.01855804073e-312,1.150786783481e-311,1.1506110535163e-311,1.15078678337e-311
8.95696261682243,1.69759687793e-313,5.30498972257e-313,5.583e-321,1.150786783643e-311,6.1076e-320,0.0,1.20953760644e-312,1.150786783643e-311,6.1076e-320
13.407850467289718,5.593e-321,1.150786783643e-311,6.1076e-320,1.150786783548e-311,5.6e-321,1.150786783643e-311,1.03977799865e-312,1.150786783564e-311,5.603e-321
13.407850467289718,6.1076e-320,1.1507867835797e-311,5.61e-321,1.150786783643e-311,6.1076e-320,1.1507867835955e-311,1.10343781693e-312,1.150786783643e-311,6.1076e-320
1.5183654205607477,1e-322,6.95241852319504e-310,0.0,0.0,5.94158845986e-313,6.57818719715e-313,1e-322,6.95241852319504e-310,0.0
0.17504672897196263,5.94158845986e-313,6.57818719715e-313,5.62e-321,1.150786783643e-311,6.1076e-320,1.150786783627e-311,5.613e-321,1.150786783643e-311,1.01855804074e-312
13.407850467289718,5.52e-321,1.150786783643e-311,6.1076e-320,1.150786783706e-311,5.514e-321,1.150786783643e-311,6.1076e-320,1.150786783722e-311,1.03977793783e-312
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1034378113e-312
2.7803738317757007,2.6e-322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,1.14587772736e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,1.018557979905e-312,2.7e-322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,1.03977793783e-312,1.18831764318e-312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,1.1034378113e-312,1.018557979905e-312,2.8e-322,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,-5.9761129006424e-311,4.0474e-320,4.0355e-320,1.1507868313934e-311,1.1507867840184e-311,5.593e-321,1.1507867840975e-311,6.128e-320,1.1507867794335e-311
0.4970560747663551,1.1507867840975e-311,1.10343787258e-312,1.1507867840184e-311,5.603e-321,1.1507867840975e-311,6.128e-320,1.150786784034e-311,5.61e-321,1.1507867840975e-311
0.4970560747663551,1.15078678405e-311,5.627e-321,1.1507867840975e-311,1.06099795676e-312,1.150786784066e-311,1.2e-322,1.150614096455e-311,5e-324,0.0
0.17504672897196263,2.7585947738e-313,1.2e-322,1.150614096455e-311,1.03977793758e-312,2.5e-322,1.06099814103e-313,2.7585947738e-313,5.62e-321,1.1507867840975e-311
0.05700934579439253,1.1507867840817e-311,5.613e-321,1.1507867840975e-311,1.03977799885e-312,1.150786784145e-311,5.52e-321,1.1507867840975e-311,6.128e-320,1.1507867841607e-311
72.65093457943925,1.1507867840975e-311,6.128e-320,1.1507867841765e-311,1.10343781681e-312,1.1507867840975e-311,6.128e-320,1.1507867841923e-311,5.45e-321,1.1507867840975e-311
0.05700934579439253,1.150786784208e-311,5e-324,1.1507867842477e-311,1.1507867840975e-311,1.03977793769e-312,1.1506361758928e-311,5e-324,0.0,1.69759687837e-313
1.444906542056075,1.2e-322,1.1506113593785e-311,5e-324,0.0,1.6975968784e-313,2.5463951948e-313,1.1506113593785e-311,0.0,0.0
72.65093457943925,2.5463951948e-313,1.2e-322,1.1506140341313e-311,5e-324,0.0,1.69759687847e-313,2.97079435305e-313,5.583e-321,1.150786784453e-311
2.7803738317757007,0.0,5.59e-321,1.150786784453e-311,6.1323e-320,1.1507867843425e-311,1.103437816895e-312,1.150786784453e-311,6.1323e-320,1.1507867843583e-311
2.684532710280374,1.150786784453e-311,6.1323e-320,1.150786784374e-311,5.603e-321,1.150786784453e-311,6.1323e-320,1.15078678439e-311,1.01855798527e-312,1.150786784453e-311
72.65093457943925,1.150786784406e-311,5.627e-321,1.150786784453e-311,6.1323e-320,1.1507867844216e-311,1.2e-322,1.1507147858634e-311,1.06099789549e-312,2.4e-322
1.444906542056075,5.5171893022e-313,1.2e-322,1.1507147858634e-311,5e-324,0.0,3.39519351124e-313,5.5171893022e-313,1.039777943195e-312,1.150786784453e-311
2.684532710280374,1.1507867844374e-311,5.613e-321,1.150786784453e-311,6.1323e-320,1.1507867845006e-311,5.52e-321,1.150786784453e-311,1.103437872625e-312,1.1507867845164e-311
2.7803738317757007,1.150786784453e-311,6.1323e-320,1.150786784532e-311,5.51e-321,1.150786784453e-311,6.1323e-320,1.150786784548e-311,5.45e-321,1.150786784453e-311
13.407850467289718,1.150786784564e-311,1.1506140341313e-311,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313,1.2e-322,1.1506140341313e-311,1.103437811307e-312
1.444906542056075,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313,5e-324,1.1507867846666e-311
8.95696261682243,1.14587772724e-312,1.1506113593785e-311,5e-324,0.0,1.6975968784e-313,2.5463951948e-313,1.1506113593785e-311,0.0,0.0
0.05700934579439253,2.5463951948e-313,1.2e-322,1.1506140341313e-311,5e-324,0.0,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311,1.150786784453e-311
0.05700934579439253,1.69759687847e-313,5.5171893022e-313,1.2e-322,1.1506140341313e-311,5e-324,0.0,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311
13.407850467289718,0.0,1.69759687847e-313,5.5171893022e-313,5e-324,1.150786784809e-311,1.1507867846943e-311,1.2e-322,1.1506113593785e-311,5e-324
72.65093457943925,1.6975968784e-313,2.5463951948e-313,1.1506113593785e-311,0.0,0.0,1.6975968784e-313,2.5463951948e-313,1.2e-322,1.1506140341313e-311
1.444906542056075,0.0,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313,1.2e-322
72.65093457943925,5e-324,0.0,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313
8.95696261682243,1.150786784951e-311,1.1507867848366e-311,1.10343781142e-312,1.1506140341313e-311,5e-324,0.0,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311
13.407850467289718,0.0,1.69759687847e-313,5.5171893022e-313,1.039777943156e-312,1.1507867851093e-311,6.1333e-320,0.0,5.59e-321,1.1507867851093e-311
2.7803738317757007,1.1507867849986e-311,5.593e-321,1.1507867851093e-311,1.103437872635e-312,1.1507867850144e-311,5.6e-321,1.1507867851093e-311,6.1333e-320,1.1507867850303e-311
13.407850467289718,1.1507867851093e-311,6.1333e-320,1.150786785046e-311,5.61e-321,1.1507867851093e-311,1.145877788455e-312,1.150786785062e-311,5.627e-321,1.1507867851093e-311
13.407850467289718,1.1507867850777e-311,1e-322,6.95241852319504e-310,0.0,1.1034378113e-312,6.1537880395e-313,6.7903867768e-313,1e-322,6.95241852319504e-310
2.7803738317757007,0.0,6.1537880395e-313,6.7903867768e-313,5.62e-321,1.1507867851093e-311,1.039777998906e-312,1.1507867850935e-311,5.613e-321,1.1507867851093e-311
13.407850467289718,1.1507867851567e-311,5.52e-321,1.1507867851093e-311,6.1333e-320,1.1507867851725e-311,1.103437816816e-312,1.1507867851093e-311,6.1333e-320,1.1507867851884e-311
1.444906542056075,1.1507867851093e-311,6.1333e-320,1.150786785204e-311,5.45e-321,1.1507867851093e-311,6.1333e-320,1.15078678522e-311,1.150786784979e-311,1.1507867851093e-311
0.05700934579439253,1.1507867852674e-311,1.1507867852516e-311,1.2e-322,1.1506113593785e-311,5e-324,0.0,1.6975968784e-313,2.5463951948e-313,1.1506113593785e-311
13.407850467289718,0.0,1.6975968784e-313,2.5463951948e-313,1.2e-322,1.1506140341313e-311,5e-324,0.0,1.69759687847e-313,2.97079435305e-313
0.05700934579439253,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313,1.2e-322,1.1506140341313e-311,5e-324,1.1034378113e-312,1.69759687847e-313
13.407850467289718,1.1506140341313e-311,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313,5e-324,1.1507867854097e-311,1.150786785295e-311,1.03977793769e-312
0.05700934579439253,5e-324,0.0,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313
72.65093457943925,1.1507867851093e-311,5e-324,1.150786785473e-311,1.150786785457e-311,1.2e-322,1.1506113593785e-311,5e-324,0.0,1.6975968784e-313
0.05700934579439253,1.1506113593785e-311,0.0,0.0,1.6975968784e-313,2.5463951948e-313,1.2e-322,1.1506140341313e-311,5e-324,0.0
72.65093457943925,2.97079435305e-313,1.1506140341313e-311,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313,1.2e-322,1.1506140341313e-311,5e-324
2.684532710280374,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311,1.150786784453e-311,0.0,1.69759687847e-313,5.5171893022e-313,5e-324,1.150786785615e-311
8.95696261682243,1.10343781142e-312,1.1506140341313e-311,5e-324,0.0,1.69759687847e-313,2.97079435305e-313,1.1506140341313e-311,1.150786784453e-311,0.0
1.444906542056075,5.5171893022e-313,1.150786785643e-311,1.1507867851093e-311,5e-324,1.1507867856785e-311,1.1507867856627e-311,1.2e-322,1.150650911539e-311,5e-324
8.95696261682243,1.69759687857e-313,2.54639519496e-313,1.124657774795e-312,1.150786785817e-311,6.1363e-320,0.0,5.59e-321,1.150786785817e-311,6.1363e-320
8.95696261682243,5.593e-321,1.150786785817e-311,1.039777998936e-312,1.150786785722e-311,5.6e-321,1.150786785817e-311,6.1363e-320,1.150786785738e-311,5.603e-321
1.444906542056075,6.1363e-320,1.1507867857536e-311,1.10343781691e-312,1.150786785817e-311,6.1363e-320,1.1507867857694e-311,5.627e-321,1.150786785817e-311,6.1363e-320
0.05700934579439253,1.2e-322,1.150714785832e-311,5e-324,1.03977793783e-312,2.97079435315e-313,3.81959266954e-313,1.2e-322,1.150714785832e-311,5e-324
8.95696261682243,2.97079435315e-313,3.81959266954e-313,5.62e-321,1.150786785817e-311,1.124657830575e-312,1.150786785801e-311,5.613e-321,1.150786785817e-311,6.1363e-320
0.4970560747663551,5.52e-321,1.150786785817e-311,6.1363e-320,1.15078678588e-311,1.039777943087e-312,1.150786785817e-311,6.1363e-320,1.150786785896e-311,5.51e-321
0.4970560747663551,6.1363e-320,1.1507867859117e-311,5.45e-321,1.150786785817e-311,1.103437872665e-312,1.1507867859275e-311,1.150650911539e-311,1.150786785817e-311,0.0
0.05700934579439253,3.81959266954e-313,5.583e-321,1.1507867860895e-311,6.1373e-320,0.0,1.03977794316e-312,1.1507867860895e-311,6.1373e-320,1.150786785979e-311
2.7803738317757007,1.1507867860895e-311,6.1373e-320,1.1507867859947e-311,5.6e-321,1.1507867860895e-311,1.103437872675e-312,1.1507867860105e-311,5.603e-321,1.1507867860895e-311
1.444906542056075,1.1507867860263e-311,5.61e-321,1.1507867860895e-311,6.1373e-320,1.150786786042e-311,5.627e-321,1.1507867860895e-311,1.018558041036e-312,1.150786786058e-311
1.5183654205607477,6.95241852319504e-310,0.0,0.0,4.45619140682e-313,5.0927901441e-313,1e-322,6.95241852319504e-310,0.0,2.4e-322
1.444906542056075,5.0927901441e-313,5.62e-321,1.1507867860895e-311,6.1373e-320,1.1507867860737e-311,5.613e-321,1.1507867860895e-311,1.039777998946e-312,1.150786786137e-311
13.407850467289718,1.1507867860895e-311,6.1373e-320,1.150786786153e-311,5.514e-321,1.1507867860895e-311,6.1373e-320,1.1507867861686e-311,1.10343781681e-312,1.1507867860895e-311
8.95696261682243,1.1507867861844e-311,5.45e-321,1.1507867860895e-311,6.1373e-320,1.1507867862e-311,1.150786785959e-311,1.1507867860895e-311,1.2e-322,1.1506110535163e-311
0.05700934579439253,0.0,1.6975968786e-313,2.7585947741e-313,5.583e-321,1.150786786374e-311,6.1393e-320,0.0,5.59e-321,1.150786786374e-311
2.684532710280374,1.1507867862634e-311,5.593e-321,1.150786786374e-311,6.1393e-320,1.1507867862793e-311,5.6e-321,1.150786786374e-311,6.1393e-320,1.150786786295e-311
2.7803738317757007,1.150786786374e-311,6.1393e-320,1.150786786311e-311,5.61e-321,1.150786786374e-311,6.1393e-320,1.1507867863267e-311,5.627e-321,1.150786786374e-311
0.4970560747663551,1.1507867863425e-311,1.2e-322,1.1507147858634e-311,5e-324,0.0,3.1829939323e-313,5.30498972326e-313,1.2e-322,1.1507147858634e-311
0.17504672897196263,1.03977793783e-312,3.1829939323e-313,5.30498972326e-313,5.62e-321,1.150786786374e-311,6.1393e-320,1.1507867863583e-311,5.613e-321,1.150786786374e-311
2.7803738317757007,1.1507867864215e-311,1.14587773264e-312,1.150786786374e-311,6.1393e-320,1.1507867864374e-311,5.514e-321,1.150786786374e-311,6.1393e-320,1.150786786453e-311
1.444906542056075,1.150786786374e-311,1.039777998966e-312,1.150786786469e-311,5.45e-321,1.150786786374e-311,6.1393e-320,1.150786786485e-311,1.1506110535163e-311,1.150786786374e-311
1.444906542056075,1.6975968786e-313,5.30498972326e-313,1.167097690614e-312,1.150786786647e-311,6.1402e-320,0.0,5.59e-321,1.150786786647e-311,6.1402e-320
2.684532710280374,5.593e-321,1.150786786647e-311,1.039777998975e-312,1.150786786552e-311,5.6e-321,1.150786786647e-311,6.1402e-320,1.150786786568e-311,5.603e-321
72.65093457943925,6.1402e-320,1.1507867865836e-311,1.10343781691e-312,1.150786786647e-311,6.1402e-320,1.1507867865994e-311,5.627e-321,1.150786786647e-311,6.1402e-320
0.17504672897196263,1e-322,6.95241852319504e-310,0.0,1.03977793783e-312,5.94158846055e-313,6.57818719784e-313,1e-322,6.95241852319504e-310,0.0
72.65093457943925,5.94158846055e-313,6.57818719784e-313,5.62e-321,1.150786786647e-311,1.167097746433e-312,1.150786786631e-311,5.613e-321,1.150786786647e-311,6.1402e-320
1.444906542056075,5.52e-321,1.150786786647e-311,6.1402e-320,1.15078678671e-311,1.039777943087e-312,1.150786786647e-311,6.1402e-320,1.150786786726e-311,5.51e-321
1.5183654205607477,6.1402e-320,1.1507867867417e-311,5.45e-321,1.150786786647e-311,1.103437872704e-312,1.1507867867575e-311,1.1507867865164e-311,1.150786786647e-311,1.2e-322
8.95696261682243,5e-324,0.0,1.69759687867e-313,3.18299393234e-313,5.583e-321,1.1507867869314e-311,1.188317704363e-312,0.0,5.59e-321
1.444906542056075,6.142e-320,1.1507867868208e-311,5.593e-321,1.1507867869314e-311,6.142e-320,1.1507867868366e-311,1.16709769063e-312,1.1507867869314e-311,6.142e-320
0.17504672897196263,5.603e-321,1.1507867869314e-311,6.142e-320,1.150786786868e-311,5.61e-321,1.1507867869314e-311,1.039777998995e-312,1.150786786884e-311,5.627e-321
0.05700934579439253,6.142e-320,1.1507867869e-311,1.2e-322,1.1507147858634e-311,5e-324,0.0,3.60739309054e-313,5.7293888815e-313,1.2e-322
0.05700934579439253,5e-324,0.0,3.60739309054e-313,5.7293888815e-313,5.62e-321,1.1507867869314e-311,6.142e-320,1.1507867869156e-311,1.060997901095e-312
1.444906542056075,6.142e-320,1.150786786979e-311,5.52e-321,1.1507867869314e-311,6.142e-320,1.1507867869947e-311,5.514e-321,1.1507867869314e-311,1.188317704363e-312
0.4970560747663551,5.51e-321,1.1507867869314e-311,6.142e-320,1.1507867870263e-311,5.45e-321,1.1507867869314e-311,6.142e-320,1.150786787042e-311,1.150611550333e-311
1.444906542056075,0.0,1.69759687867e-313,5.7293888815e-313,5.583e-321,1.150786787204e-311,6.143e-320,0.0,5.59e-321,1.150786787204e-311
72.65093457943925,1.1507867870935e-311,5.593e-321,1.150786787204e-311,6.143e-320,1.1507867871093e-311,5.6e-321,1.150786787204e-311,6.143e-320,1.150786787125e-311
1.5183654205607477,1.150786787204e-311,6.143e-320,1.150786787141e-311,5.61e-321,1.150786787204e-311,6.143e-320,1.1507867871567e-311,5.627e-321,1.150786787204e-311
72.65093457943925,1.1507867871725e-311,1e-322,6.95241852319504e-310,0.0,0.0,6.3659876188e-313,7.0025863561e-313,1e-322,6.95241852319504e-310
0.05700934579439253,1.03977793783e-312,6.3659876188e-313,7.0025863561e-313,5.62e-321,1.150786787204e-311,6.143e-320,1.1507867871883e-311,5.613e-321,1.150786787204e-311
1.5183654205607477,1.1507867872516e-311,1.18831764846e-312,1.150786787204e-311,6.143e-320,1.1507867872674e-311,5.514e-321,1.150786787204e-311,6.143e-320,1.150786787283e-311
0.4970560747663551,1.150786787204e-311,1.039777999005e-312,1.150786787299e-311,5.45e-321,1.150786787204e-311,6.143e-320,1.150786787315e-311,1.1507867870737e-311,1.150786787204e-311
1.5183654205607477,1.15061138907e-311,1.103437811307e-312,1.20953760109e-312,1.6975968787e-313,2.7585947742e-313,5.583e-321,1.1507867877417e-311,6.146e-320,0.0
0.4970560747663551,1.1507867874887e-311,6.145e-320,1.150786787378e-311,1.060997901075e-312,1.1507867874887e-311,6.145e-320,1.150786787394e-311,5.6e-321,1.1507867874887e-311
0.4970560747663551,1.1507867874097e-311,5.603e-321,1.1507867874887e-311,1.2095376623e-312,1.1507867874255e-311,5.61e-321,1.1507867874887e-311,6.145e-320,1.1507867874413e-311
1.444906542056075,1.1507867874887e-311,6.145e-320,1.150786787457e-311,1.03977793769e-312,1.150714785895e-311,5e-324,0.0,3.1829939324e-313,4.2439918279e-313
72.65093457943925,1.150714785895e-311,5e-324,0.0,3.1829939324e-313,4.2439918279e-313,5.62e-321,1.1507867874887e-311,6.145e-320,1.150786787473e-311
72.65093457943925,1.1507867874887e-311,6.145e-320,1.150786787536e-311,5.59e-321,1.1507867876626e-311,1.145877788583e-312,0.0,5.593e-321,1.1507867876626e-311
